2680.4772727272725,-1705.9909090909091
2172.3772727272726,-2562.9909090909091
1393.0772727272724,-3217.5909090909095
391.57727272727266,-3623.9909090909091
-806.42272727272734,-3713.6909090909098
-2159.7227272727273,-3377.7909090909084
-3573.9227272727276,-2467.7909090909084
-4859.2227272727278,-812.19090909090983
-5683.022727272727,1745.0090909090909
-5524.7227272727278,5269.4090909090901
-3646.6227272727274,9611.7090909090912
884.17727272727257,14218.50909090909
9072.5772727272724,17878.009090909094
21689.477272727272,18422.009090909094
38685.777272727282,12463.209090909089
-2130.7227272727273,-1285.0909090909095
-2119.1227272727269,-288.99090909090916
-1771.5227272727279,667.60909090909126
-1107.4227272727273,1520.4090909090905
-114.82272727272742,2197.0090909090909
1225.1772727272726,2582.7090909090907
2904.8772727272726,2501.8090909090911
4845.7772727272732,1710.7090909090907
6837.7772727272732,-91.990909090909113
7831.2772727272732,-3223.3909090909092
7831.2772727272732,-7922.9909090909096
7387.2772727272722,-14178.090909090908
2125.6772727272728,-21441.390909090911
-7168.7227272727278,-26850.990909090906
331.27727272727248,1649.0090909090909
1310.2772727272725,1464.6090909090915
2191.9772727272725,956.20909090909163
2916.477272727273,154.10909090909126
3410.4772727272725,-940.89090909090874
3557.5772727272729,-2327.4909090909091
3186.2772727272727,-3967.6909090909098
2070.0772727272729,-5741.6909090909103
-51.122727272727602,-7390.4909090909096
-3417.1227272727269,-8447.0909090909081
-8139.8227272727281,-8167.4909090909105
-14018.522727272728,-5485.5909090909099
-20257.922727272733,957.40909090909054
-25084.422727272729,12627.309090909092
-25298.12272727273,30636.609090909093
