0.0,0.0
16437.602792430545,565.40202730987232
12715.226305703072,10827.117495612607
4000.0113616203157,12833.601604312744
-11326.232394579534,7035.0015863599374
-14367.433487966668,7599.846271282051
-7564.6477052574501,-3521.9484003065018
-3770.5138787470478,-10288.454715457987
2241.6081559870204,-12091.256536893485
14571.665003640386,-7201.4419749757571
29210.80570623661,2020.1952484340459
20841.416159168461,8324.1344397081048
10282.616430389244,22702.310023382353
3559.5362770171591,26626.103496106141
-8241.9930079117239,27842.994052050242
-22240.197623284032,17257.819191009919
-23707.732414065904,9072.2716738453364
-22581.21443211344,-10576.379641844553
-20384.137846425794,-13636.98385302992
-9174.5036710397835,-21623.873809828594
2498.4259896767471,-21578.195881421645
16561.994716680907,-26886.44995455856
19425.835696437822,-17248.149604691593
36810.52451017253,-1645.3391053158919
38142.987105022272,12046.266421846431
29201.791624191166,18794.434698568977
23584.416420049507,26321.189990593302
15433.306826081807,36902.751122538495
6627.5547384464871,39447.123066060165
-6699.0583158431473,39435.043016090814
-14018.612134219635,37463.028625970837
-22089.300872221484,33347.605415928672
-26566.888326244112,21565.876630166229
-37967.893599480201,12587.257668712051
-39281.637164746935,7546.7199270393303
-35626.140702639081,-6941.1228469137586
-36950.493629104181,-14891.503465344113
-28493.020959235018,-23919.803141338034
-25738.82288357936,-30618.834017116515
-9509.777569938291,-38247.141660693487
-5106.230615991919,-39672.741383679378
6038.1160898247654,-39541.638232195175
20489.550264973725,-34353.723669190724
25610.636743229988,-30726.133593511531
35727.879878821703,-16370.468981307162
37960.580737803684,-12609.294589654424
